Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,CAP
CMPR,Cimpress N.V,140.88,$4.33B,n/a,Miscellaneous,Publishing,https://www.nasdaq.com/symbol/cmpr,#VALUE!
CINF,Cincinnati Financial Corporation,74.31,$12.09B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/cinf,#VALUE!
CTAS,Cintas Corporation,210.28,$22.36B,1983,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/ctas,#VALUE!
CRUS,"Cirrus Logic, Inc.",42.02,$2.56B,1989,Technology,Semiconductors,https://www.nasdaq.com/symbol/crus,#VALUE!
CSCO,"Cisco Systems, Inc.",44,$206.93B,1990,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/csco,#VALUE!
CTXS,"Citrix Systems, Inc.",111.71,$15.14B,1995,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ctxs,#VALUE!
CHCO,City Holding Company,81.49,$1.26B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/chco,#VALUE!
CLVS,"Clovis Oncology, Inc.",34.55,$1.82B,2011,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/clvs,#VALUE!
CME,CME Group Inc.,166.31,$56.63B,2002,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cme,#VALUE!
COKE,Coca-Cola Bottling Co. Consolidated,169.47,$1.59B,1972,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/coke,#VALUE!
CCOI,"Cogent Communications Holdings, Inc.",52.25,$2.43B,n/a,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/ccoi,#VALUE!
CGNX,Cognex Corporation,52.5,$9.08B,1989,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cgnx,#VALUE!
CTSH,Cognizant Technology Solutions Corporation,75.22,$44.07B,1998,Technology,EDP Services,https://www.nasdaq.com/symbol/ctsh,#VALUE!
COHR,"Coherent, Inc.",181.77,$4.52B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/cohr,#VALUE!
CHRS,"Coherus BioSciences, Inc.",19.4,$1.31B,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/chrs,#VALUE!
CIGI,Colliers International Group Inc. ,78.6,$2.98B,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/cigi,#VALUE!
COLB,"Columbia Banking System, Inc.",42.63,$3.12B,1992,Finance,Major Banks,https://www.nasdaq.com/symbol/colb,#VALUE!
CLBK,"Columbia Financial, Inc.",16.9,$1.96B,2018,Finance,Savings Institutions,https://www.nasdaq.com/symbol/clbk,#VALUE!
COLM,Columbia Sportswear Company,90.28,$6.32B,1998,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/colm,#VALUE!
CMCSA,Comcast Corporation,35.39,$162.15B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/cmcsa,#VALUE!
CBSH,"Commerce Bancshares, Inc.",70.06,$7.47B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cbsh,#VALUE!
CBSHP,"Commerce Bancshares, Inc.",25.51,$2.34B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cbshp,#VALUE!
COMM,"CommScope Holding Company, Inc.",31.2,$5.99B,2013,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/comm,#VALUE!
CVLT,"Commvault Systems, Inc.",65.9,$3.01B,2006,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cvlt,#VALUE!
SCOR,"comScore, Inc.",18.61,$1.02B,2018,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/scor,#VALUE!
CNMD,CONMED Corporation,77.88,$2.18B,1987,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/cnmd,#VALUE!
CONN,"Conn&#39;s, Inc.",35.4,$1.12B,2003,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/conn,#VALUE!
CPRT,"Copart, Inc.",59.51,$13.82B,1994,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/cprt,#VALUE!
CORT,Corcept Therapeutics Incorporated,12.47,$1.44B,1982,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cort,#VALUE!
CORE,"Core-Mark Holding Company, Inc.",33.14,$1.53B,n/a,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/core,#VALUE!
CSOD,"Cornerstone OnDemand, Inc.",52.61,$3.04B,2011,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/csod,#VALUE!
CRVL,CorVel Corp.,58.05,$1.1B,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/crvl,#VALUE!
CSGP,"CoStar Group, Inc.",430.96,$15.68B,1998,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/csgp,#VALUE!
COST,Costco Wholesale Corporation,222,$97.37B,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/cost,#VALUE!
COUP,Coupa Software Incorporated,67.65,$3.86B,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/coup,#VALUE!
CBRL,"Cracker Barrel Old Country Store, Inc.",148.44,$3.56B,1981,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/cbrl,#VALUE!
CACC,Credit Acceptance Corporation,436.11,$8.42B,1992,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/cacc,#VALUE!
CREE,"Cree, Inc.",50.16,$5.04B,1993,Technology,Semiconductors,https://www.nasdaq.com/symbol/cree,#VALUE!
CRSP,CRISPR Therapeutics AG,47.86,$2.26B,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/crsp,#VALUE!
CRTO,Criteo S.A.,27.19,$1.8B,2013,Technology,Advertising,https://www.nasdaq.com/symbol/crto,#VALUE!
CROX,"Crocs, Inc.",18.64,$1.27B,2006,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/crox,#VALUE!
CSGS,"CSG Systems International, Inc.",37.32,$1.26B,1996,Technology,EDP Services,https://www.nasdaq.com/symbol/csgs,#VALUE!
CSX,CSX Corporation,73.7,$63.29B,n/a,Transportation,Railroads,https://www.nasdaq.com/symbol/csx,#VALUE!
CTRP,"Ctrip.com International, Ltd.",39.61,$21.42B,2003,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ctrp,#VALUE!
CVBF,CVB Financial Corporation,24.42,$2.69B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cvbf,#VALUE!
CYBR,CyberArk Software Ltd.,70.92,$2.52B,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cybr,#VALUE!
CY,Cypress Semiconductor Corporation,16.36,$5.86B,1986,Technology,Semiconductors,https://www.nasdaq.com/symbol/cy,#VALUE!
CONE,CyrusOne Inc,64.8,$6.42B,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cone,#VALUE!
CYTX,Cytori Therapeutics Inc.,0.396,"$244,026.29 ",n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cytx,#VALUE!
PLAY,"Dave & Buster&#39;s Entertainment, Inc.",52.34,$2.06B,2014,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/play,#VALUE!
DBVT,DBV Technologies S.A.,19.19,$1.15B,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/dbvt,#VALUE!
DCPH,"Deciphera Pharmaceuticals, Inc.",34.49,$1.27B,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dcph,#VALUE!
DNLI,Denali Therapeutics Inc.,15.05,$1.42B,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/dnli,#VALUE!
XRAY,DENTSPLY SIRONA Inc.,39,$8.87B,1987,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/xray,#VALUE!
DXCM,"DexCom, Inc.",127.43,$11.22B,2005,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/dxcm,#VALUE!
FANG,"Diamondback Energy, Inc.",133.75,$13.19B,2012,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/fang,#VALUE!
DIOD,Diodes Incorporated,37.84,$1.88B,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/diod,#VALUE!
DISCA,"Discovery, Inc.",26.42,$13.8B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/disca,#VALUE!
DISCB,"Discovery, Inc.",30,$15.66B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/discb,#VALUE!
DISCK,"Discovery, Inc.",24.56,$12.82B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/disck,#VALUE!
DISH,DISH Network Corporation,35.64,$16.66B,1995,Consumer Services,Television Services,https://www.nasdaq.com/symbol/dish,#VALUE!
DOCU,"DocuSign, Inc.",57.85,$9.06B,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/docu,#VALUE!
DLTR,"Dollar Tree, Inc.",94.53,$22.48B,1995,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/dltr,#VALUE!
DORM,"Dorman Products, Inc.",76.81,$2.56B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/dorm,#VALUE!
DBX,"Dropbox, Inc.",28.97,$11.6B,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/dbx,#VALUE!
DNKN,"Dunkin&#39; Brands Group, Inc.",72.23,$5.99B,2011,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/dnkn,#VALUE!
ETFC,E*TRADE Financial Corporation,60.76,$15.91B,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/etfc,#VALUE!
SSP,E.W. Scripps Company (The),14.41,$1.18B,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/ssp,#VALUE!
EGBN,"Eagle Bancorp, Inc.",54.3,$1.86B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/egbn,#VALUE!
EGRX,"Eagle Pharmaceuticals, Inc.",79.36,$1.18B,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/egrx,#VALUE!
EWBC,"East West Bancorp, Inc.",64.3,$9.32B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ewbc,#VALUE!
EBAY,eBay Inc.,34.4,$34.04B,1998,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ebay,#VALUE!
EBIX,"Ebix, Inc.",76.4,$2.41B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/ebix,#VALUE!
SATS,EchoStar Corporation,49.15,$4.72B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/sats,#VALUE!
EDIT,"Editas Medicine, Inc.",29.6,$1.41B,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/edit,#VALUE!
ESLT,Elbit Systems Ltd.,124.07,$5.3B,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/eslt,#VALUE!
ERI,"Eldorado Resorts, Inc.",43.8,$3.38B,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/eri,#VALUE!
EA,Electronic Arts Inc.,131.91,$40.38B,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ea,#VALUE!
EFII,"Electronics for Imaging, Inc.",34.03,$1.52B,1992,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/efii,#VALUE!
ENTA,"Enanta Pharmaceuticals, Inc.",89.98,$1.73B,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/enta,#VALUE!
ECPG,Encore Capital Group Inc,39.6,$1.03B,n/a,Finance,Finance Companies,https://www.nasdaq.com/symbol/ecpg,#VALUE!
WIRE,Encore Wire Corporation,50.45,$1.05B,1992,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/wire,#VALUE!
ENDP,Endo International plc,16.1,$3.6B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/endp,#VALUE!
ECYT,"Endocyte, Inc.",16.35,$1.14B,2011,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ecyt,#VALUE!
EIGI,"Endurance International Group Holdings, Inc.",9.15,$1.31B,2013,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/eigi,#VALUE!
ESGR,Enstar Group Limited,212,$4.55B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/esgr,#VALUE!
ENTG,"Entegris, Inc.",35.05,$4.96B,2000,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/entg,#VALUE!
EFSC,Enterprise Financial Services Corporation,57.25,$1.32B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/efsc,#VALUE!
PLUS,ePlus inc.,100.5,$1.4B,1996,Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/plus,#VALUE!
EQIX,"Equinix, Inc.",434.02,$34.49B,2000,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/eqix,#VALUE!
ERIC,Ericsson,7.78,$25.94B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/eric,#VALUE!
ERIE,Erie Indemnity Company,125.36,$6.56B,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/erie,#VALUE!
ESPR,"Esperion Therapeutics, Inc.",47.08,$1.26B,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/espr,#VALUE!
ETSY,"Etsy, Inc.",46.14,$5.51B,2015,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/etsy,#VALUE!
EDRY,EuroDry Ltd.,6.65,$1.33B,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/edry,#VALUE!
EEFT,"Euronet Worldwide, Inc.",94.61,$4.85B,1997,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/eeft,#VALUE!
EVBG,"Everbridge, Inc.",54.5,$1.57B,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/evbg,#VALUE!
EVOP,"EVO Payments, Inc.",20.61,$1.55B,2018,n/a,n/a,https://www.nasdaq.com/symbol/evop,#VALUE!
EXAS,Exact Sciences Corporation,49.82,$6.07B,2001,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/exas,#VALUE!
EXEL,"Exelixis, Inc.",19.88,$5.9B,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/exel,#VALUE!
EXLS,"ExlService Holdings, Inc.",59.33,$2.04B,2006,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/exls,#VALUE!
EXPE,"Expedia Group, Inc.",133.49,$19.97B,n/a,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/expe,#VALUE!
EXPD,"Expeditors International of Washington, Inc.",72,$12.58B,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/expd,#VALUE!
EXPO,"Exponent, Inc.",51.55,$2.68B,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/expo,#VALUE!
ESRX,Express Scripts Holding Company,86,$48.31B,1992,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/esrx,#VALUE!
STAY,"Extended Stay America, Inc.",21.18,$4B,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/stay,#VALUE!
XOG,"Extraction Oil & Gas, Inc.",11.71,$2.06B,2016,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/xog,#VALUE!
FFIV,"F5 Networks, Inc.",181.55,$11.04B,1999,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/ffiv,#VALUE!
FB,"Facebook, Inc.",181.11,$522.9B,2012,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/fb,#VALUE!
FANH,Fanhua Inc.,27,$1.76B,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/fanh,#VALUE!
FARO,"FARO Technologies, Inc.",67.5,$1.15B,1997,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/faro,#VALUE!
FAST,Fastenal Company,58.34,$16.74B,1987,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/fast,#VALUE!
GSM,Ferroglobe PLC,7.05,$1.21B,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/gsm,#VALUE!
FGEN,"FibroGen, Inc",60.6,$5.06B,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fgen,#VALUE!
ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,309.06,$1.64B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/oneq,#VALUE!
FITB,Fifth Third Bancorp,29.62,$20.09B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fitb,#VALUE!
FNSR,Finisar Corporation,18.67,$2.19B,1999,Technology,Semiconductors,https://www.nasdaq.com/symbol/fnsr,#VALUE!
FEYE,"FireEye, Inc.",14.65,$2.81B,2013,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/feye,#VALUE!
FBNC,First Bancorp,41.73,$1.24B,1987,Finance,Major Banks,https://www.nasdaq.com/symbol/fbnc,#VALUE!
BUSE,First Busey Corporation,31.52,$1.54B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/buse,#VALUE!
FCFS,"First Cash, Inc.",81,$3.68B,1991,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/fcfs,#VALUE!
FCNCA,"First Citizens BancShares, Inc.",448.34,$5.38B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fcnca,#VALUE!
FFBC,First Financial Bancorp.,31.45,$3.08B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ffbc,#VALUE!
FFIN,"First Financial Bankshares, Inc.",59.4,$4.02B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ffin,#VALUE!
FHB,"First Hawaiian, Inc.",28.9,$3.95B,2016,Finance,Major Banks,https://www.nasdaq.com/symbol/fhb,#VALUE!
FIBK,"First Interstate BancSystem, Inc.",44.25,$2.51B,2010,Finance,Major Banks,https://www.nasdaq.com/symbol/fibk,#VALUE!
FRME,First Merchants Corporation,48.67,$2.4B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/frme,#VALUE!
FMBI,"First Midwest Bancorp, Inc.",26.95,$2.78B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fmbi,#VALUE!
FSLR,"First Solar, Inc.",52.01,$5.45B,2006,Technology,Semiconductors,https://www.nasdaq.com/symbol/fslr,#VALUE!
SKYY,First Trust Cloud Computing ETF,54.93,$1.8B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/skyy,#VALUE!
FDT,First Trust Developed Markets Ex-US AlphaDEX Fund,58.48,$1.25B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fdt,#VALUE!
FV,First Trust Dorsey Wright Focus 5 ETF,30.685,$2.82B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fv,#VALUE!
FTSM,First Trust Enhanced Short Maturity ETF,60.08,$2.21B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftsm,#VALUE!
HYLS,First Trust High Yield Long/Short ETF,47.78,$1.19B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hyls,#VALUE!
FEX,First Trust Large Cap Core AlphaDEX Fund,61.25,$1.55B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fex,#VALUE!
FTA,First Trust Large Cap Value AlphaDEX Fund,53.9801,$1.14B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fta,#VALUE!
LMBS,First Trust Low Duration Opportunities ETF,51.2,$1.44B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lmbs,#VALUE!
FTXO,First Trust Nasdaq Bank ETF,29.72,$1.39B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftxo,#VALUE!
FTXG,First Trust Nasdaq Food & Beverage ETF,19.786,"$989,339.57 ",n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftxg,#VALUE!
QTEC,First Trust NASDAQ-100- Technology Index Fund,78.9,$2.62B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/qtec,#VALUE!
FTSL,First Trust Senior Loan Fund ETF,48.09,$1.73B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftsl,#VALUE!
FSV,FirstService Corporation,82.27,$2.85B,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/fsv,#VALUE!
FISV,"Fiserv, Inc.",79.03,$32.36B,1986,Technology,EDP Services,https://www.nasdaq.com/symbol/fisv,#VALUE!
FIVE,"Five Below, Inc.",105.94,$5.89B,2012,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/five,#VALUE!
FIVN,"Five9, Inc.",43.45,$2.51B,2014,Technology,EDP Services,https://www.nasdaq.com/symbol/fivn,#VALUE!
FLEX,Flex Ltd.,13.59,$7.18B,1994,Technology,Electrical Products,https://www.nasdaq.com/symbol/flex,#VALUE!
FLIR,"FLIR Systems, Inc.",60.42,$8.29B,1993,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/flir,#VALUE!
FOCS,Focus Financial Partners Inc.,40.35,$2.47B,2018,Finance,Investment Managers,https://www.nasdaq.com/symbol/focs,#VALUE!
FSCT,"ForeScout Technologies, Inc.",31.99,$1.29B,2017,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/fsct,#VALUE!
FORM,"FormFactor, Inc.",13.9,$1.02B,2003,Technology,Semiconductors,https://www.nasdaq.com/symbol/form,#VALUE!
FTNT,"Fortinet, Inc.",76.35,$12.83B,2009,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/ftnt,#VALUE!
FWRD,Forward Air Corporation,62.79,$1.84B,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/fwrd,#VALUE!
FOSL,"Fossil Group, Inc.",25.68,$1.26B,1993,Consumer Non-Durables,Consumer Specialties,https://www.nasdaq.com/symbol/fosl,#VALUE!
FOXF,Fox Factory Holding Corp.,67.2,$2.53B,2013,Consumer Non-Durables,Motor Vehicles,https://www.nasdaq.com/symbol/foxf,#VALUE!
FELE,"Franklin Electric Co., Inc.",48.45,$2.25B,n/a,Consumer Durables,Metal Fabrications,https://www.nasdaq.com/symbol/fele,#VALUE!
FRPT,"Freshpet, Inc.",34.15,$1.2B,2014,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/frpt,#VALUE!
FULT,Fulton Financial Corporation,18,$3.16B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fult,#VALUE!
GTHX,"G1 Therapeutics, Inc.",57.06,$1.87B,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/gthx,#VALUE!
GLPG,Galapagos NV,106.87,$5.49B,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/glpg,#VALUE!
GLPI,"Gaming and Leisure Properties, Inc.",34.84,$7.44B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/glpi,#VALUE!
GRMN,Garmin Ltd.,64.18,$12.1B,2000,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/grmn,#VALUE!
GLIBA,"GCI Liberty, Inc.",48.6,$5.3B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/gliba,#VALUE!
GDS,GDS Holdings Limited,30.72,$3.61B,2016,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/gds,#VALUE!
GHDX,"Genomic Health, Inc.",52.93,$1.87B,2005,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/ghdx,#VALUE!
GNTX,Gentex Corporation,23.6,$6.46B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/gntx,#VALUE!
THRM,Gentherm Inc,46.35,$1.69B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/thrm,#VALUE!
ROCK,"Gibraltar Industries, Inc.",44.35,$1.42B,1993,Capital Goods,Steel/Iron Ore,https://www.nasdaq.com/symbol/rock,#VALUE!
GIII,"G-III Apparel Group, LTD.",46.79,$2.3B,1989,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/giii,#VALUE!
GILD,"Gilead Sciences, Inc.",77.31,$100.19B,1992,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/gild,#VALUE!
GBCI,"Glacier Bancorp, Inc.",44.2,$3.74B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/gbci,#VALUE!
GBT,"Global Blood Therapeutics, Inc.",46.4,$2.4B,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/gbt,#VALUE!
GLNG,Golar LNG Limited,24.8,$2.51B,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/glng,#VALUE!
GMLP,Golar LNG Partners LP,14.83,$1.03B,2011,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/gmlp,#VALUE!
GOGL,Golden Ocean Group Limited,8.71,$1.26B,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/gogl,#VALUE!
GBDC,"Golub Capital BDC, Inc.",18.96,$1.14B,2010,n/a,n/a,https://www.nasdaq.com/symbol/gbdc,#VALUE!
GOV,Government Properties Income Trust,16.2,$1.61B,2009,Finance,Real Estate,https://www.nasdaq.com/symbol/gov,#VALUE!
LOPE,"Grand Canyon Education, Inc.",117.11,$5.65B,2008,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/lope,#VALUE!
GSKY,"GreenSky, Inc.",15.39,$3.11B,2018,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/gsky,#VALUE!
GRFS,"Grifols, S.A.",20.69,$14.15B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/grfs,#VALUE!
GRPN,"Groupon, Inc.",4.71,$2.66B,2011,Technology,Advertising,https://www.nasdaq.com/symbol/grpn,#VALUE!
OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V.,50.95,$2.51B,2006,Transportation,Aerospace,https://www.nasdaq.com/symbol/omab,#VALUE!
GGAL,Grupo Financiero Galicia S.A.,30.53,$4.36B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/ggal,#VALUE!
GPOR,Gulfport Energy Corporation,11.28,$1.96B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/gpor,#VALUE!
GWPH,GW Pharmaceuticals Plc,133.48,$3.76B,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/gwph,#VALUE!
HEES,"H&E Equipment Services, Inc.",34.57,$1.23B,2006,n/a,n/a,https://www.nasdaq.com/symbol/hees,#VALUE!
HLG,Hailiang Education Group Inc.,72.05,$1.86B,2015,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/hlg,#VALUE!
HALO,"Halozyme Therapeutics, Inc.",17.44,$2.51B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/halo,#VALUE!
HLNE,Hamilton Lane Incorporated,47.23,$2.31B,2017,Finance,Investment Managers,https://www.nasdaq.com/symbol/hlne,#VALUE!
HWC,Hancock Whitney Corporation,51.4,$4.39B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/hwc,#VALUE!
